Year,Plot,Tag,Taxon,X.cm,Y.cm,Tag.offset.x,Tag.offset.y,Length.cm,Height.cm,X.Capitulescences,Is.seedling,Died.this.census.final,Length.cm.prev,Growth,Survival,Is.recruit
2016,33,1972*Q,Eriogonum umbellatum,74.84482632,185.1314458,-10,-10,1,1,0,1,1,NA,NA,0,1
2016,33,1972*R,Eriogonum umbellatum,80.43431293,182.6268635,-10,-10,1,1,0,1,1,NA,NA,0,1
2016,33,1972*S,Eriogonum umbellatum,76.16594464,186.8923293,-10,-10,1,1,0,1,1,NA,NA,0,1
2017,33,1972*A,Eriogonum umbellatum,79,186,-10,-10,0,0,0,0,1,1,-1,0,0
2016,33,1973*A,Chaenactis douglasii,77,191,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2017,33,1973*A,Chaenactis douglasii,77,191,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2016,33,1974*A,Lupinus argenteus,175,112,-10,-10,1.5,1.5,0,0,0,NA,NA,1,1
2017,33,1974*A,Lupinus argenteus,175,112,-10,-10,0,0,0,0,0,1.5,-1.5,1,0
2018,33,1974*A,Lupinus argenteus,175,112,-10,-10,3,2,0,0,0,0,3,1,0
2019,33,1974*A,Lupinus argenteus,175,112,-10,-10,0,0,0,0,1,3,-3,0,0
2016,33,1975*A,Lupinus argenteus,102,189,0,10,9,6,0,0,0,NA,NA,1,1
2017,33,1975*A,Lupinus argenteus,102,189,0,10,5,4,0,0,0,9,-4,1,0
2018,33,1975*A,Lupinus argenteus,102,189,0,10,0,0,0,0,1,5,-5,0,0
2015,33,1976*A,Heterotheca villosa,180,93,-10,-10,2,2,0,0,0,NA,NA,1,1
2016,33,1976*A,Heterotheca villosa,180,93,-10,-10,2,2,0,0,0,2,0,1,0
2017,33,1976*A,Heterotheca villosa,180,93,-10,-10,3.5,1.5,0,0,0,2,1.5,1,0
2018,33,1976*A,Heterotheca villosa,180,93,-10,-10,7.5,3.5,2,0,0,3.5,4,1,0
2019,33,1976*A,Heterotheca villosa,180,93,-10,-10,17.5,7.5,3,0,0,7.5,10,1,0
2020,33,1976*A,Heterotheca villosa,180,93,-10,-10,14.5,6.5,11,0,0,17.5,-3,1,0
2021,33,1976*A,Heterotheca villosa,180,93,-10,-10,23.5,8,23,0,0,14.5,9,1,0
2015,33,1977*A,Heterotheca villosa,179,99,-10,-10,2.5,3,0,0,0,NA,NA,1,1
2016,33,1977*A,Heterotheca villosa,179,99,-10,-10,2.5,3,0,0,0,2.5,0,1,0
2017,33,1977*A,Heterotheca villosa,179,99,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2016,33,1978*A,Lupinus argenteus,55,155,-10,-10,8.5,7,0,0,0,NA,NA,1,1
2017,33,1978*A,Lupinus argenteus,55,155,-10,-10,0,0,0,0,1,8.5,-8.5,0,0
2016,33,1979*A,Eriogonum umbellatum,53,167,-10,-10,0.8,0.5,0,1,0,NA,NA,1,1
2017,33,1979*A,Eriogonum umbellatum,53,167,-10,-10,1,1,0,0,0,0.8,0.2,1,0
2018,33,1979*A,Eriogonum umbellatum,53,167,-10,-10,0,0,0,0,1,1,-1,0,0
2014,15,198*A,Arenaria congesta,107,80,-10,-10,4,5,2,0,0,NA,NA,1,NA
2015,15,198*A,Arenaria congesta,107,80,-10,-10,14,5.5,7,0,0,4,10,1,0
2016,15,198*A,Arenaria congesta,107,80,-10,-10,9,4,0,0,0,14,-5,1,0
2017,15,198*A,Arenaria congesta,107,80,-10,-10,13,6,6,0,0,9,4,1,0
2018,15,198*A,Arenaria congesta,107,80,-10,-10,10,3,0,0,0,13,-3,1,0
2019,15,198*A,Arenaria congesta,107,80,-10,-10,11,5.5,0,0,0,10,1,1,0
2020,15,198*A,Arenaria congesta,107,80,-10,-10,17.5,7,25,0,0,11,6.5,1,0
2021,15,198*A,Arenaria congesta,107,80,-10,-10,17,7,191,0,0,17.5,-0.5,1,0
2016,33,1980*A,Lupinus argenteus,56,168,-10,-10,9,9,0,0,0,NA,NA,1,1
2017,33,1980*A,Lupinus argenteus,56,168,-10,-10,13,9,0,0,0,9,4,1,0
2018,33,1980*A,Lupinus argenteus,56,168,-10,-10,0,0,0,0,1,13,-13,0,0
2016,33,1981*A,Lupinus argenteus,56,173,-5,-10,3,2,0,0,0,NA,NA,1,1
2017,33,1981*A,Lupinus argenteus,56,173,-5,-10,3,2,0,0,0,3,0,1,0
2018,33,1981*A,Lupinus argenteus,56,173,-5,-10,0,0,0,0,1,3,-3,0,0
2016,33,1982*A,Lupinus argenteus,61,174,-10,-10,11,7,0,0,0,NA,NA,1,1
2017,33,1982*A,Lupinus argenteus,61,174,-10,-10,8,5,0,0,0,11,-3,1,0
2018,33,1982*A,Lupinus argenteus,61,174,-10,-10,0,0,0,0,1,8,-8,0,0
2016,33,1983*A,Lupinus argenteus,61,165,-10,-10,17,8,2,0,0,NA,NA,1,1
2017,33,1983*A,Lupinus argenteus,61,165,-10,-10,1,1,0,0,0,17,-16,1,0
2018,33,1983*A,Lupinus argenteus,61,165,-10,-10,0,0,0,0,1,1,-1,0,0
2016,33,1984*A,Poa stenantha,124,142,-10,-10,4,7,0,0,0,NA,NA,1,1
2017,33,1984*A,Poa stenantha,124,142,-10,-10,0,0,0,0,1,4,-4,0,0
2016,33,1985*A,Lupinus argenteus,151,134,-10,-10,7,6,0,0,0,NA,NA,1,1
2017,33,1985*A,Lupinus argenteus,151,134,-10,-10,0,0,0,0,1,7,-7,0,0
2016,33,1986*A,Eriogonum umbellatum,109,127,-10,-10,1,1,0,1,0,NA,NA,1,1
2017,33,1986*A,Eriogonum umbellatum,109,127,-10,-10,0,0,0,0,1,1,-1,0,0
2016,33,1987*A,Eriogonum umbellatum,119,128,-10,-10,0.3,0.5,0,1,0,NA,NA,1,1
2017,33,1987*A,Eriogonum umbellatum,119,128,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,33,1988*A,Agoseris glauca,124,124,-10,-10,0.3,0.5,0,1,0,NA,NA,1,1
2017,33,1988*A,Agoseris glauca,124,124,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,33,1989*A,Elymus lanceolatus,145,39,-10,-10,7,13,0,0,0,NA,NA,1,1
2017,33,1989*A,Elymus lanceolatus,145,39,-10,-10,11,14,1,0,0,7,4,1,0
2018,33,1989*A,Elymus lanceolatus,145,39,-10,-10,19,19.5,1,0,0,11,8,1,0
2019,33,1989*A,Elymus lanceolatus,145,39,-10,-10,15,15,0,0,0,19,-4,1,0
2020,33,1989*A,Elymus lanceolatus,145,39,-10,-10,14,18.5,0,0,0,15,-1,1,0
2021,33,1989*A,Elymus lanceolatus,145,39,-10,-10,20,22,2,0,0,14,6,1,0
2014,15,199*A,Lupinus argenteus,130,70,-10,-10,16,12,2,0,0,NA,NA,1,NA
2015,15,199*A,Lupinus argenteus,130,70,-10,-10,22,10.5,0,0,0,16,6,1,0
2016,15,199*A,Lupinus argenteus,130,70,-10,-10,0,0,0,0,1,22,-22,0,0
2016,34,1990*A,Lupinus argenteus,200,168,-10,-10,2.5,3,0,0,0,NA,NA,1,1
2017,34,1990*A,Lupinus argenteus,200,168,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2016,34,1991*A,Elymus lanceolatus,115,60,-10,-10,6,23,0,0,0,NA,NA,1,1
2017,34,1991*A,Elymus lanceolatus,115,60,-10,-10,0,0,0,0,1,6,-6,0,0
2016,34,1992*A,Elymus lanceolatus,118,54,-10,-10,6,27,0,0,0,NA,NA,1,1
2017,34,1992*A,Elymus lanceolatus,118,54,-10,-10,13,17,0,0,0,6,7,1,0
2018,34,1992*A,Elymus lanceolatus,118,54,-10,-10,20,22.5,0,0,0,13,7,1,0
2019,34,1992*A,Elymus lanceolatus,118,54,-10,-10,15.5,28,2,0,0,20,-4.5,1,0
2020,34,1992*A,Elymus lanceolatus,118,54,-10,-10,23,24.5,2,0,0,15.5,7.5,1,0
2021,34,1992*A,Elymus lanceolatus,118,54,-10,-10,32,30,5,0,0,23,9,1,0
2016,34,1993*A,Phacelia hastata,119,56,-10,-10,4.5,3,0,0,0,NA,NA,1,1
2017,34,1993*A,Phacelia hastata,119,56,-10,-10,9,5,0,0,0,4.5,4.5,1,0
2018,34,1993*A,Phacelia hastata,119,56,-10,-10,14,7,2,0,0,9,5,1,0
2019,34,1993*A,Phacelia hastata,119,56,-10,-10,32,13.5,25,0,0,14,18,1,0
2020,34,1993*A,Phacelia hastata,119,56,-10,-10,14,7,0,0,0,32,-18,1,0
2021,34,1993*A,Phacelia hastata,119,56,-10,-10,35,8.5,27,0,0,14,21,1,0
2016,36,1994*A,Lupinus argenteus,86,0,-10,-10,2.5,3,0,0,0,NA,NA,1,1
2017,36,1994*A,Lupinus argenteus,86,0,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2015,36,1995*A,Agoseris glauca,80,13,-10,-10,12,5,3,0,0,NA,NA,1,1
2016,36,1995*A,Agoseris glauca,80,13,-10,-10,12,5,3,0,0,12,0,1,0
2017,36,1995*A,Agoseris glauca,80,13,-10,-10,16.5,4,3,0,0,12,4.5,1,0
2018,36,1995*A,Agoseris glauca,80,13,-10,-10,0,0,0,0,1,16.5,-16.5,0,0
2016,36,1996*A,Lupinus argenteus,153,5,-10,-10,2.5,4,0,1,0,NA,NA,1,1
2017,36,1996*A,Lupinus argenteus,153,5,-10,-10,2,2,0,0,0,2.5,-0.5,1,0
2018,36,1996*A,Lupinus argenteus,153,5,-10,-10,0,0,0,0,1,2,-2,0,0
2016,36,1997*A,Agoseris glauca,104,160,-10,-10,3,8,0,0,0,NA,NA,1,1
2017,36,1997*A,Agoseris glauca,104,160,-10,-10,9,11,0,0,0,3,6,1,0
2018,36,1997*A,Agoseris glauca,104,160,-10,-10,0,0,0,0,1,9,-9,0,0
2016,36,1998*A,Heterotheca villosa,108,136,-10,-10,2,2,0,1,0,NA,NA,1,1
2017,36,1998*A,Heterotheca villosa,108,136,-10,-10,4,5,1,0,0,2,2,1,0
2018,36,1998*A,Heterotheca villosa,108,136,-10,-10,0,0,0,0,1,4,-4,0,0
2016,36,1999*A,Lupinus argenteus,114,153,10,0,2,4,0,1,0,NA,NA,1,1
2017,36,1999*A,Lupinus argenteus,114,153,10,0,0,0,0,0,1,2,-2,0,0
2014,1,2*A,Ivesia gordonii,7,169,-10,-10,4.5,4,0,0,0,NA,NA,1,NA
2015,1,2*A,Ivesia gordonii,7,169,-10,-10,5.5,3.5,0,0,0,4.5,1,1,0
2016,1,2*A,Ivesia gordonii,7,169,-10,-10,9.5,6,3,0,0,5.5,4,1,0
2017,1,2*A,Ivesia gordonii,7,169,-10,-10,10,5,4,0,0,9.5,0.5,1,0
2018,1,2*A,Ivesia gordonii,7,169,-10,-10,0,0,0,0,1,10,-10,0,0
2014,5,20*A,Lupinus argenteus,25,28,-10,-10,23,11,2,0,0,NA,NA,1,NA
2015,5,20*A,Lupinus argenteus,25,28,-10,-10,15,7,0,0,0,23,-8,1,0
2016,5,20*A,Lupinus argenteus,25,28,-10,-10,6.4,4.9,0,0,0,15,-8.6,1,0
2017,5,20*A,Lupinus argenteus,25,28,-10,-10,0,0,0,0,1,6.4,-6.4,0,0
2014,15,200*A,Lupinus argenteus,125,40,-10,-10,19,16,3,0,0,NA,NA,1,NA
2015,15,200*A,Lupinus argenteus,125,40,-10,-10,21,11.5,0,0,0,19,2,1,0
2016,15,200*A,Lupinus argenteus,125,40,-10,-10,13,9,0,0,0,21,-8,1,0
2017,15,200*A,Lupinus argenteus,125,40,-10,-10,0,0,0,0,1,13,-13,0,0
2016,36,2000*A,Agoseris glauca,112,153,10,0,1,2,0,1,0,NA,NA,1,1
2017,36,2000*A,Agoseris glauca,112,153,10,0,1.3,3,0,0,0,1,0.3,1,0
2018,36,2000*A,Agoseris glauca,112,153,10,0,0,0,0,0,1,1.3,-1.3,0,0
2016,36,2001*A,Agoseris glauca,102,152,0,-10,0.3,0.5,0,1,0,NA,NA,1,1
2017,36,2001*A,Agoseris glauca,102,152,0,-10,1,2.5,0,0,0,0.3,0.7,1,0
2018,36,2001*A,Agoseris glauca,102,152,0,-10,0,0,0,0,1,1,-1,0,0
2015,36,2002*A,Lupinus argenteus,178,128,-10,-10,2.5,2.5,0,0,0,NA,NA,1,1
2016,36,2002*A,Lupinus argenteus,178,128,-10,-10,2.5,2.5,0,0,0,2.5,0,1,0
2017,36,2002*A,Lupinus argenteus,178,128,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2014,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,70,3.5,105,0,0,NA,NA,1,NA
2015,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,70,3.5,105,0,0,70,0,1,0
2016,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,79,3.5,193,0,0,70,9,1,0
2017,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,75,5,120,0,0,79,-4,1,0
2018,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,81,3,166,0,0,75,6,1,0
2019,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,77,7.5,105,0,0,81,-4,1,0
2020,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,71,3,65,0,0,77,-6,1,0
2021,36,2003*A,Eriogonum umbellatum,97,157,-10,-10,63.5,2.5,65,0,0,71,-7.5,1,0
2016,37,2004*A,Ivesia gordonii,52,2,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2004*A,Ivesia gordonii,52,2,-10,-10,1.5,1.2,0,0,0,0.3,1.2,1,0
2018,37,2004*A,Ivesia gordonii,52,2,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2016,37,2005*A,Poa stenantha,50,0,-10,-10,1,2,0,1,0,NA,NA,1,1
2017,37,2005*A,Poa stenantha,50,0,-10,-10,1.5,2.5,0,0,0,1,0.5,1,0
2018,37,2005*A,Poa stenantha,50,0,-10,-10,3,4,0,0,0,1.5,1.5,1,0
2019,37,2005*A,Poa stenantha,50,0,-10,-10,8.1,6,0,0,0,3,5.1,1,0
2020,37,2005*A,Poa stenantha,50,0,-10,-10,4.5,2.5,0,0,0,8.1,-3.6,1,0
2021,37,2005*A,Poa stenantha,50,0,-10,-10,0,0,0,0,0,4.5,-4.5,1,0
2016,37,2006*A,Ivesia gordonii,54,7,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2006*A,Ivesia gordonii,54,7,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2007*A,Ivesia gordonii,57,17,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2007*A,Ivesia gordonii,57,17,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2008*A,Agoseris glauca,59,13,-10,-10,0.3,0.5,0,1,0,NA,NA,1,1
2017,37,2008*A,Agoseris glauca,59,13,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2009*A,Ivesia gordonii,54,24,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2009*A,Ivesia gordonii,54,24,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2014,15,201*A,Lupinus argenteus,135,50,-10,-10,35,13,7,0,0,NA,NA,1,NA
2015,15,201*A,Lupinus argenteus,135,50,-10,-10,0,0,0,0,0,35,-35,1,0
2016,15,201*A,Lupinus argenteus,135,50,-10,-10,3,2,0,0,0,0,3,1,0
2017,15,201*A,Lupinus argenteus,135,50,-10,-10,0,0,0,0,1,3,-3,0,0
2016,37,2010*A,Ivesia gordonii,58,28,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2010*A,Ivesia gordonii,58,28,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2011*A,Ivesia gordonii,59,27,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2017,37,2011*A,Ivesia gordonii,59,27,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2016,37,2012*A,Ivesia gordonii,67,26,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2012*A,Ivesia gordonii,67,26,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2013*A,Ivesia gordonii,82,25,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2013*A,Ivesia gordonii,82,25,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2014*A,Ivesia gordonii,79.11687539,28.75480101,-10,-10,0.3,0.5,0,1,0,NA,NA,1,1
2016,37,2014*B,Ivesia gordonii,78.95863408,28.8344117,-10,-10,0.3,0.5,0,1,1,NA,NA,0,1
2016,37,2014*C,Ivesia gordonii,78.60482487,28.12378807,-10,-10,0.3,0.5,0,1,1,NA,NA,0,1
2017,37,2014*A,Ivesia gordonii,79,29,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2015*A,Ivesia gordonii,86,27,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2015*A,Ivesia gordonii,86,27,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2016*A,Ivesia gordonii,87,29,0,-10,0.2,0.2,0,1,0,NA,NA,1,1
2017,37,2016*A,Ivesia gordonii,87,29,0,-10,0,0,0,0,1,0.2,-0.2,0,0
2016,37,2017*A,Ivesia gordonii,82,37,-10,-10,0.2,0.2,0,1,0,NA,NA,1,1
2017,37,2017*A,Ivesia gordonii,82,37,-10,-10,0,0,0,0,1,0.2,-0.2,0,0
2016,37,2018*A,Eriogonum umbellatum,59,60,-10,-10,1.5,0.5,0,1,0,NA,NA,1,1
2017,37,2018*A,Eriogonum umbellatum,59,60,-10,-10,2,1,0,0,0,1.5,0.5,1,0
2018,37,2018*A,Eriogonum umbellatum,59,60,-10,-10,1.5,0.5,0,0,0,2,-0.5,1,0
2019,37,2018*A,Eriogonum umbellatum,59,60,-10,-10,0.7,0.5,0,0,0,1.5,-0.8,1,0
2020,37,2018*A,Eriogonum umbellatum,59,60,-10,-10,1,0.7,0,0,0,0.7,0.3,1,0
2021,37,2018*A,Eriogonum umbellatum,59,60,-10,-10,1.3,1.1,0,0,0,1,0.3,1,0
2016,37,2019*A,Ivesia gordonii,63,66,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2019*A,Ivesia gordonii,63,66,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2014,15,202*A,Lupinus argenteus,155,40,-10,-10,17,11,1,0,0,NA,NA,1,NA
2015,15,202*A,Lupinus argenteus,155,40,-10,-10,16.5,10.5,0,0,0,17,-0.5,1,0
2016,15,202*A,Lupinus argenteus,155,40,-10,-10,7.7,6.5,0,0,0,16.5,-8.8,1,0
2017,15,202*A,Lupinus argenteus,155,40,-10,-10,0,0,0,0,1,7.7,-7.7,0,0
2016,37,2020*A,Ivesia gordonii,70.64281465,68.65140555,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2020*B,Ivesia gordonii,69.77248746,69.08926435,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2016,37,2020*C,Ivesia gordonii,67.82653676,65.18083438,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2016,37,2020*D,Ivesia gordonii,73.19236019,74.05738571,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2017,37,2020*A,Ivesia gordonii,70,70,-10,-10,1,1,0,0,0,0.5,0.5,1,0
2018,37,2020*A,Ivesia gordonii,70,70,-10,-10,0,0,0,0,1,1,-1,0,0
2016,37,2021*A,Agoseris glauca,73,72,10,0,0.5,1,0,1,0,NA,NA,1,1
2017,37,2021*A,Agoseris glauca,73,72,10,0,0,0,0,0,1,0.5,-0.5,0,0
2016,37,2022*A,Lupinus argenteus,64,72,-10,-10,8,5,0,0,0,NA,NA,1,1
2017,37,2022*A,Lupinus argenteus,64,72,-10,-10,16,8,0,0,0,8,8,1,0
2018,37,2022*A,Lupinus argenteus,64,72,-10,-10,0,0,0,0,1,16,-16,0,0
2016,37,2023*A,Lupinus argenteus,59,73,-10,-10,9,4,0,0,0,NA,NA,1,1
2017,37,2023*A,Lupinus argenteus,59,73,-10,-10,0,0,0,0,0,9,-9,1,0
2018,37,2023*A,Lupinus argenteus,59,73,-10,-10,5.5,4.5,0,0,0,0,5.5,1,0
2019,37,2023*A,Lupinus argenteus,59,73,-10,-10,0,0,0,0,1,5.5,-5.5,0,0
2016,37,2024*A,Lupinus argenteus,74,74,10,0,5,3,0,0,0,NA,NA,1,1
2017,37,2024*A,Lupinus argenteus,74,74,10,0,0,0,0,0,1,5,-5,0,0
2016,37,2025*A,Agoseris glauca,83,96,-10,-10,2,3,0,0,0,NA,NA,1,1
2017,37,2025*A,Agoseris glauca,83,96,-10,-10,2,4,0,0,0,2,0,1,0
2018,37,2025*A,Agoseris glauca,83,96,-10,-10,0,0,0,0,1,2,-2,0,0
2016,37,2026*A,Ivesia gordonii,86.23375078,103.509602,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2026*B,Ivesia gordonii,85.91726817,103.6688234,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2016,37,2026*C,Ivesia gordonii,85.20964973,102.2475761,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2016,37,2026*D,Ivesia gordonii,87.16085825,105.475413,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2017,37,2026*A,Ivesia gordonii,86,104,-10,-10,9,7.5,0,0,0,0.5,8.5,1,0
2018,37,2026*A,Ivesia gordonii,86,104,-10,-10,0,0,0,0,1,9,-9,0,0
2015,37,2027*A,Senecio crassulus,84,102,-10,-10,2,3,0,0,0,NA,NA,1,1
2016,37,2027*A,Senecio crassulus,84,102,-10,-10,2,3,0,0,0,2,0,1,0
2017,37,2027*A,Senecio crassulus,84,102,-10,-10,0,0,0,0,0,2,-2,1,0
2018,37,2027*A,Senecio crassulus,84,102,-10,-10,5,6,0,0,0,0,5,1,0
2019,37,2027*A,Senecio crassulus,84,102,-10,-10,11,11,0,0,0,5,6,1,0
2020,37,2027*A,Senecio crassulus,84,102,-10,-10,11.5,11.5,0,0,0,11,0.5,1,0
2021,37,2027*A,Senecio crassulus,84,102,-10,-10,0,0,0,0,0,11.5,-11.5,1,0
2015,37,2028*A,Ivesia gordonii,76,102,-10,-10,2,1,0,0,0,NA,NA,1,1
2016,37,2028*A,Ivesia gordonii,76,102,-10,-10,2,1,0,0,0,2,0,1,0
2017,37,2028*A,Ivesia gordonii,76,102,-10,-10,2.5,2.5,0,0,0,2,0.5,1,0
2018,37,2028*A,Ivesia gordonii,76,102,-10,-10,3,3,0,0,0,2.5,0.5,1,0
2019,37,2028*A,Ivesia gordonii,76,102,-10,-10,4.5,3,0,0,0,3,1.5,1,0
2020,37,2028*A,Ivesia gordonii,76,102,-10,-10,5,2,0,0,0,4.5,0.5,1,0
2021,37,2028*A,Ivesia gordonii,76,102,-10,-10,7.7,3.5,0,0,0,5,2.7,1,0
2016,37,2029*A,Eriogonum umbellatum,80,109,-10,-10,0.5,0.3,0,1,0,NA,NA,1,1
2017,37,2029*A,Eriogonum umbellatum,80,109,-10,-10,1.5,1,0,0,0,0.5,1,1,0
2018,37,2029*A,Eriogonum umbellatum,80,109,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2014,15,203*A,Lupinus argenteus,185,55,-10,-10,18,12,1,0,0,NA,NA,1,NA
2015,15,203*A,Lupinus argenteus,185,55,-10,-10,10.5,5,0,0,0,18,-7.5,1,0
2016,15,203*A,Lupinus argenteus,185,55,-10,-10,9,8,0,0,0,10.5,-1.5,1,0
2017,15,203*A,Lupinus argenteus,185,55,-10,-10,11,7,0,0,0,9,2,1,0
2018,15,203*A,Lupinus argenteus,185,55,-10,-10,0,0,0,0,1,11,-11,0,0
2016,37,2030*A,Ivesia gordonii,48,142,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,37,2030*A,Ivesia gordonii,48,142,-10,-10,1.5,1,0,0,0,0.3,1.2,1,0
2018,37,2030*A,Ivesia gordonii,48,142,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2019,37,2030*A,Ivesia gordonii,48,142,-10,-10,5.5,2.5,0,0,0,2,3.5,1,0
2020,37,2030*A,Ivesia gordonii,48,142,-10,-10,7,3,0,0,0,5.5,1.5,1,0
2021,37,2030*A,Ivesia gordonii,48,142,-10,-10,0,0,0,0,0,7,-7,1,0
2016,37,2031*A,Eriogonum umbellatum,5,177,-10,-10,0.3,0.5,0,1,0,NA,NA,1,1
2017,37,2031*A,Eriogonum umbellatum,5,177,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,37,2032*A,Heterotheca villosa,111,187,-10,-10,1,0.5,0,1,0,NA,NA,1,1
2017,37,2032*A,Heterotheca villosa,111,187,-10,-10,0,0,0,0,1,1,-1,0,0
2016,37,2033*A,Lupinus argenteus,96,147,-10,-10,7,7,0,0,0,NA,NA,1,1
2017,37,2033*A,Lupinus argenteus,96,147,-10,-10,7,6,0,0,0,7,0,1,0
2018,37,2033*A,Lupinus argenteus,96,147,-10,-10,5.5,4,0,0,0,7,-1.5,1,0
2019,37,2033*A,Lupinus argenteus,96,147,-10,-10,4.5,3.5,0,0,0,5.5,-1,1,0
2020,37,2033*A,Lupinus argenteus,96,147,-10,-10,4,4,0,0,0,4.5,-0.5,1,0
2021,37,2033*A,Lupinus argenteus,96,147,-10,-10,5,4,0,0,0,4,1,1,0
2016,37,2034*A,Lupinus argenteus,70,156,-10,-10,8,5,0,0,0,NA,NA,1,1
2017,37,2034*A,Lupinus argenteus,70,156,-10,-10,0,0,0,0,1,8,-8,0,0
2016,37,2035*A,Ivesia gordonii,110.8765654,154.1610076,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*B,Ivesia gordonii,109.6897556,154.7580877,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*C,Ivesia gordonii,107.0361865,149.4284105,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*D,Ivesia gordonii,114.3532184,161.5327987,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*E,Ivesia gordonii,104.9747746,159.1081256,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*F,Ivesia gordonii,105.1408937,159.9297201,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*G,Ivesia gordonii,111.8677673,160.5123302,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*H,Ivesia gordonii,104.9535675,154.2205974,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*I,Ivesia gordonii,113.3549485,150.939321,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*J,Ivesia gordonii,110.3057275,160.3341567,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*K,Ivesia gordonii,112.0181556,163.0148697,-10,-10,0.5,0.5,0,1,0,NA,NA,1,1
2016,37,2035*L,Ivesia gordonii,108.1516073,158.7578876,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2016,37,2035*M,Ivesia gordonii,115.2658277,150.9792961,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2016,37,2035*N,Ivesia gordonii,117.0193827,157.0022548,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2016,37,2035*O,Ivesia gordonii,109.59696,162.0818865,-10,-10,0.5,0.5,0,1,1,NA,NA,0,1
2017,37,2035*A,Ivesia gordonii,110.8765654,154.1610076,-10,-10,1.5,1.5,0,0,0,0.5,1,1,0
2017,37,2035*B,Ivesia gordonii,109.6897556,154.7580877,-10,-10,1.5,1.5,0,0,0,0.5,1,1,0
2017,37,2035*C,Ivesia gordonii,107.0361865,149.4284105,-10,-10,1.5,1.5,0,0,0,0.5,1,1,0
