uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks
b9a206b3-15d9-458f-8a63-da8115067795,LENO_015.tickPlot.tck,D08,LENO,LENO 5,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,121,0.6,,,2018-08-06T15:05Z,LENO.2018.32,LENO_015.20180806,A00000013935,drag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vJ,hodom@battelleecology.org,
bf0ef9aa-2144-4f8d-be45-bde5be2cb61c,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-10-11T16:09Z,LENO.2016.41,LENO_042.20161011,,drag,160,Yes,0,1,0,No known compromise,NEON.DOC.014045vG,ctittle@field-ops.org,
c0f7e5ad-154e-45c1-a5a9-f746551e2a98,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2017-05-09T18:34Z,LENO.2017.20,LENO_002.20170509,,drag,158,Y,0,1,0,No known compromise,NEON.DOC.014045vH,lnagel@battelleecology.org,
c5eb5e75-7550-4947-a62f-b986a9d0f27c,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2018-04-05T15:06Z,LENO.2018.14,LENO_004.20180405,A00000013496,drag and flag,155,Y,0,3,0,No known compromise,NEON.DOC.014045vJ,charrell@battelleecology.org,
c6f9716b-598f-4ffc-a7d7-a32471cd0691,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-08-01T15:33Z,LENO.2017.32,LENO_004.20170801,,drag,157,Y,0,2,13,No known compromise,NEON.DOC.014045vH,iahmed@battelleecology.org,
c976e2cc-604d-46dc-8b0f-3c7860323874,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-05-09T21:31Z,LENO.2017.20,LENO_004.20170509,,drag,155,Y,0,4,0,No known compromise,NEON.DOC.014045vH,lnagel@battelleecology.org,
cf971c17-2c15-424c-b6b9-781483bb8d3d,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2016-11-21T19:49Z,LENO.2016.47,LENO_002.20161121,,drag,160,Y,0,1,0,No known compromise,NEON.DOC.014045vG,ctittle@field-ops.org,
dac7ac6f-a0b5-4947-beeb-872c4fa1c744,LENO_015.tickPlot.tck,D08,LENO,LENO_015,distributed,Woody Wetlands,31.8173,-88.19149,WGS84,20.3,12.1,0.6,,,2018-06-04T21:10Z,LENO.2018.23,LENO_015.20180604,A00000013957,drag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vJ,mensley-field@battelleecology.org,
e358862a-a757-4db3-8c1b-8410d56410a8,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2016-09-20T15:27Z,LENO.2016.38,LENO_042.20160920,,drag and flag,160,Y,0,2,0,No known compromise,NEON.DOC.014045vG,mmattox@field-ops.org,
e52db0cb-ac2e-4f95-8dbe-b8de7a2893c2,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-07-10T14:08Z,LENO.2017.29,LENO_004.20170710,,drag,142,Y,1,0,0,No known compromise,NEON.DOC.014045vH,khildebrand@battelleecology.org,
e55193ff-b3c9-476c-879d-b93488aae6e3,LENO_042.tickPlot.tck,D08,LENO,LENO_042,distributed,Woody Wetlands,31.817828,-88.182885,WGS84,20.2,15,0.3,,,2017-05-30T20:30Z,LENO.2017.23,LENO_042.20170530,,drag,95,Y,0,1,0,No known compromise,NEON.DOC.014045vH,rvalentine@battelleecology.org,
ec42989b-b576-48eb-8cc2-43af6ecf068f,LENO_004.tickPlot.tck,D08,LENO,LENO_004,distributed,Woody Wetlands,31.822384,-88.181964,WGS84,20.2,12.6,0.2,,,2017-04-17T16:28Z,LENO.2017.17,LENO_004.20170417,,drag and flag,150,Y,1,1,0,No known compromise,NEON.DOC.014045vG,elamb@battelleecology.org,
ee6b33e1-6637-4dd7-916e-c2b662844d5d,LENO_002.tickPlot.tck,D08,LENO,LENO_002,distributed,Woody Wetlands,31.806282,-88.195217,WGS84,20.1,16.7,0.2,,,2018-06-04T16:27Z,LENO.2018.23,LENO_002.20180604,A00000013964,drag,160,yes,0,1,0,No known compromise,NEON.DOC.014045vJ,mensley-field@battelleecology.org,
